"_id","_rev","roomRef","joined","LPG_MQ9_Level","CH4_MQ9_Level","CO_MQ9_Level","CO_MQ135_Level","Alcool_MQ135_Level","CO2_MQ135_Level","Toluen_MQ135_Level","MH4_MQ135_Level","Aceton_MQ135_Level","O3_MQ131_Level","Temperatura_Level","Humidade_Level","QualityAirConcept","CO_MQ9_Level_IQAR","CO_MQ135_Level_IQAR","O3_MQ131_Level_IQAR","CalcHeatIndex","TargetConcept"
"00814876-1cd8-4bc5-84b0-91a6037b9506","1-53c6264425a43adaa64cbc163ee56f10","rtosONv1_Galpao","02/07/24,09:37:15, 461",,,,2.91,1.04,2.28,0.42,3.58,0.36,0.51,,,"Boa",,13.333333333333334,0.4,,
"00b539eb-4ecb-415a-894a-70798770019e","1-ca627dc586d9a792c28c493f01bb1307","rtosONv1_Galpao","21/06/24,09:43:51",,,,3.37,1.17,2.54,0.48,3.92,0.41,0.81,,,"Boa",,13.333333333333334,0.4,,
"00c03553-387f-46ad-b84f-91ea8252f813","1-f25990297b3052e734f970d507124152","rtosOFFv1_Galpao","21/06/24,13:46:47",,,,4.49,1.47,3.13,0.62,4.7,0.52,1.55,,,"Boa",,17.77777777777778,0.8,,
"00cd5259-45b1-475e-8826-43075a6aeaf9","1-b86b4b3eae6e75c6c711b12aaa8447d6","rtosONv1_Galpao","21/06/24,10:32:48",,,,2.82,1.01,2.23,0.41,3.5,0.35,0.61,,,"Boa",,13.333333333333334,0.4,,
"00d6e81a-3992-4624-a96f-2920692e0d59","1-34eb134cc4a5f4f87a7e01ffa2a0a347","rtosONv1_Galpao","21/06/24,11:59:08",,,,2.18,0.82,1.85,0.33,2.98,0.28,0.77,,,"Boa",,8.88888888888889,0.4,,
"00f8d3ad-5f1d-4c06-80c2-79535e82c66f","1-498a723b990aa817fc6d37b7244b9b15","rtosOFFv1_Galpao","21/06/24,10:43:55",,,,4.48,1.47,3.12,0.61,4.69,0.52,1.86,,,"Boa",,17.77777777777778,0.8,,
"01107ab5-573b-4413-add0-5863f42b6099","1-e72a615b1791c3847f9bfdecef37337c","rtosOFFv1_Galpao","21/06/24,10:28:55",,,,7.89,2.32,4.71,1.01,6.69,0.84,1.21,,,"Boa",,35.55555555555556,0.4,,
"0117d7f4-23a2-4cec-a021-fe25e7bceb7e","1-68a618d8925281c602a30ab5144c800b","rtosOFFv1_Galpao","21/06/24,12:02:42",,,,4.3,1.42,3.03,0.59,4.57,0.5,1.44,,,"Boa",,17.77777777777778,0.4,,
"0127f469-7b66-44b4-98fe-9584b6a4cc34","1-94c5e2c0cf21e2ef9334d242755a037d","rtosONv1_Galpao","21/06/24,13:22:32",,,,2.81,1.01,2.22,0.41,3.5,0.35,0.9,,,"Boa",,13.333333333333334,0.4,,
"012ee88c-54f1-44dc-adeb-32ca268149b2","1-ba34e61034911b04b9214c373a9249f2","rtosOFFv1_Galpao","21/06/24,12:09:24",,,,4.27,1.41,3.01,0.59,4.55,0.5,1.68,,,"Boa",,17.77777777777778,0.8,,
"013a79f3-e825-4422-87fb-606f8c5b3143","1-961724ce80d5496596a42c84a220164b","rtosONv1_Galpao","21/06/24,12:41:09",,,,2.74,0.99,2.18,0.4,3.44,0.34,0.95,,,"Boa",,13.333333333333334,0.4,,
"014718c5-f3e9-4392-b872-2b3965ea25e6","1-a69b17567f49a320d1c60b20e4524917","rtosOFFv1_Galpao","21/06/24,12:19:11",,,,4.06,1.36,2.91,0.56,4.41,0.48,1.57,,,"Boa",,17.77777777777778,0.8,,
"014c3b0d-998c-4e6b-bc24-3b66eaad7951","1-6e2f407266a7165e6f1151575b962314","rtosONv1_Galpao","02/07/24,09:31:18, 341",,,,3,1.06,2.33,0.43,3.64,0.37,0.55,,,"Boa",,13.333333333333334,0.4,,
"01543d3f-5457-497d-91af-0ca1bda24b35","1-c44f38b7c64385e3444c7fadd930c279","rtosONv1_Galpao","21/06/24,12:15:43",,,,3.09,1.09,2.38,0.44,3.71,0.38,0.78,,,"Boa",,13.333333333333334,0.4,,
"015c525b-30a7-4095-bd01-4cc643c1c5b3","1-cefda08de97b024c3c36f0e676dc608c","rtosONv1_Galpao","02/07/24,09:53:10, 095",,,,2.83,1.01,2.24,0.41,3.52,0.35,0.51,,,"Boa",,13.333333333333334,0.4,,
"0169c60c-f03f-4aa9-9efa-7fb272bddb36","1-5ab0684d559ea1e1eb7f12c61bf6bd80","rtosONv1_Galpao","21/06/24,09:31:25",,,,3.63,1.24,2.68,0.51,4.11,0.44,0.98,,,"Boa",,17.77777777777778,0.4,,
"016cffdb-efb1-4fe1-8632-3341883c9b6a","1-07405aa9e94f4fbeed0a1bb4de6fb015","rtosONv1_Galpao","21/06/24,10:12:04",,,,3.1,1.09,2.39,0.45,3.72,0.38,0.61,,,"Boa",,13.333333333333334,0.4,,
"0171ce2f-7ea1-46d2-9d30-9217fa8f7d6a","1-f660632f14894c49d9fcf28d823b752d","rtosONv1_Galpao","21/06/24,13:32:36",,,,2.68,0.97,2.15,0.39,3.39,0.34,0.87,,,"Boa",,13.333333333333334,0.4,,
"017c3fa9-96a5-4e16-9dfc-1268dca3e129","1-b68a71055964e01136f6d8d04e5620fe","rtosONv1_Galpao","21/06/24,10:27:39",,,,3.08,1.09,2.38,0.44,3.71,0.38,0.61,,,"Boa",,13.333333333333334,0.4,,
"018f0830-3cbd-408a-abf8-628dd60b87bb","1-51eddca63af53d4f13dd400c6c58409c","rtosOFFv1_Galpao","21/06/24,11:09:54",,,,4.32,1.43,3.04,0.59,4.58,0.5,2.25,,,"Boa",,17.77777777777778,0.8,,
"019dc822-73a2-4d2c-90c9-92d3272d41b2","1-dac76fb4a5cb48251b2e2f9518e219a5","rtosOFFv1_Galpao","21/06/24,13:45:26",,,,4.26,1.41,3.01,0.59,4.55,0.5,1.31,,,"Boa",,17.77777777777778,0.4,,
"01c38064-95a6-4015-92e3-09ce671284fe","1-63ca796b3691dbde028da5b4ec271926","rtosONv1_Galpao","21/06/24,10:31:50",,,,3.04,1.07,2.35,0.44,3.68,0.37,0.6,,,"Boa",,13.333333333333334,0.4,,
"01cbd37c-c7e8-4e9c-a8bf-90c5f8e1fe3b","1-e59f5ca03491bfa3da7f82387b12fa31","rtosONv1_Galpao","20/06/24,13:12:25",,,,4.38,1.44,3.07,0.6,4.62,0.51,2.75,,,"Boa",,17.77777777777778,1.2000000000000002,,
"01ce90fe-d5d0-4125-8f2c-06b2835b85da","1-fd089fc06d2e4f7aac7ed5af4b2a6472","rtosONv1_Galpao","21/06/24,09:45:04",,,,3.33,1.16,2.52,0.47,3.89,0.4,0.78,,,"Boa",,13.333333333333334,0.4,,
"01ed561a-8938-4748-9734-e5e0b7ca3999","1-103328e104b896074d17973ed1d1d562","rtosOFFv1_Galpao","02/07/24,09:38:28, 621",,,,2.22,0.83,1.88,0.33,3.02,0.29,0.62,,,"Boa",,8.88888888888889,0.4,,
"01f95c77-0182-43fd-b5b0-be161597d477","1-1e94253f0c6cddf6a3ca0c982856ea0e","rtosONv1_Galpao","20/06/24,13:29:59",,,,5.21,1.66,3.48,0.7,5.15,0.59,3.04,,,"Boa",,22.22222222222222,1.2000000000000002,,
"01fe4573-0b66-4f41-acbb-ff456b233589","1-8fa1cc122ed12b9f460757f5815f8a42","rtosOFFv1_Galpao","21/06/24,12:35:08",,,,3.85,1.3,2.8,0.54,4.27,0.46,1.45,,,"Boa",,17.77777777777778,0.4,,
"02060010-7575-4192-a341-ec7cfb1bbaf6","1-69e0f4d5c0171c366990dec26c0ebe1c","rtosONv1_Galpao","20/06/24,12:50:47",,,,4.53,1.48,3.15,0.62,4.72,0.53,1.8,,,"Boa",,22.22222222222222,0.8,,
"020ec1c4-ca74-47ba-aa91-40afac8c0174","1-2d6978afab3b63b54c9c4d98258fd42d","rtosONv1_Galpao","20/06/24,12:32:39",,,,1.88,0.73,1.66,0.29,2.72,0.25,0.33,,,"Boa",,8.88888888888889,0,,
"02139754-730f-45a1-9e13-8fdf9fc31b84","1-0c2a8ee34c483acd586b5a3ac1c74717","rtosONv1_Galpao","21/06/24,12:52:32",,,,2.31,0.86,1.93,0.34,3.09,0.29,1.01,,,"Boa",,8.88888888888889,0.4,,
"0213f2b8-24a4-4b80-949e-ae5f4d2aae93","1-0b6d34a71bb0119cad66adfacb6bb9bd","rtosONv1_Galpao","21/06/24,13:54:14",,,,2.77,1,2.2,0.4,3.47,0.35,0.84,,,"Boa",,13.333333333333334,0.4,,
"02252ac1-ca0e-4874-92a9-ad6ac0878f69","1-54855dc2c4f7de48cf3995230712d6d0","rtosOFFv1_Galpao","21/06/24,12:41:23",,,,3.84,1.3,2.79,0.54,4.26,0.46,0.71,,,"Boa",,17.77777777777778,0.4,,
"0236c4aa-3517-484d-87c8-20cadf0ea3dd","1-eb4e6dceed126ed901ae0a4e80d76d06","rtosOFFv1_Galpao","21/06/24,09:38:02",,,,11.21,3.08,6.08,1.37,8.34,1.14,1.48,,,"Moderada",,80,0.4,,
"023a6053-426b-4915-8660-324a986df8e3","1-42b9a9c497297852bee3d8e0db404e84","rtosOFFv1_Galpao","20/06/24,13:03:32",,,,3.54,1.22,2.63,0.5,4.05,0.43,1.51,,,"Boa",,17.77777777777778,0.8,,
"02525af5-c2ac-4ca7-9263-6fde76c45488","1-46449e69b4e47a19b7d96e8fd949a07c","rtosOFFv1_Galpao","21/06/24,12:13:11",,,,4.34,1.43,3.05,0.6,4.6,0.51,1.69,,,"Boa",,17.77777777777778,0.8,,
"02530bca-98f8-41b7-968d-3124586fa25d","1-f969c47250791f948bcd826e0de6327d","rtosOFFv1_Galpao","02/07/24,09:40:05, 096",,,,2.37,0.88,1.97,0.35,3.15,0.3,0.7,,,"Boa",,8.88888888888889,0.4,,
"02542a60-7bfa-48e0-8e98-8ad4ee8acfda","1-b8147810c7c0eb463c960ac382f1249c","rtosONv1_Galpao","20/06/24,13:31:50",,,,5.63,1.77,3.69,0.75,5.41,0.63,3.07,,,"Boa",,26.666666666666668,1.2000000000000002,,
"0265341c-aae7-4d77-bdd8-85f3f08874d5","1-a3973e121d5e3b76ab23a1a6d6918242","rtosONv1_Galpao","21/06/24,13:16:20",,,,2.67,0.97,2.14,0.39,3.39,0.33,0.92,,,"Boa",,13.333333333333334,0.4,,
"026b69b6-ee31-429a-ace6-d75624090e9d","1-fb0e13dafef407019e23c0c61918d513","rtosONv1_Galpao","20/06/24,13:38:51",,,,5.72,1.79,3.73,0.76,5.47,0.64,3,,,"Boa",,26.666666666666668,1.2000000000000002,,
"026ebcc4-5480-4de2-bb65-45ebfe8573bd","1-fe75a8e38b1e6d4dc7476bf3ffdddc71","rtosONv1_Galpao","21/06/24,13:07:53",,,,2.83,1.01,2.23,0.41,3.51,0.35,0.95,,,"Boa",,13.333333333333334,0.4,,
"027efb69-0398-4186-9fb6-b8720485eb4d","1-e2e2bdd2960640ea26ddc1a1279867f0","rtosONv1_Galpao","21/06/24,11:24:33",,,,2.94,1.05,2.3,0.42,3.6,0.36,0.7,,,"Boa",,13.333333333333334,0.4,,
"0285c937-2853-417a-b770-d33d7a523de0","1-927d5fdde0248131ea1e93d412143d68","rtosONv1_Galpao","21/06/24,09:54:57",,,,2.77,1,2.2,0.4,3.47,0.35,0.63,,,"Boa",,13.333333333333334,0.4,,
"02862e95-e98b-450b-9e8f-1fca151c9d7d","1-c0c39d302162eb3df5759a53eab0780b","rtosONv1_Galpao","21/06/24,11:09:34",,,,2.83,1.02,2.24,0.41,3.52,0.35,0.69,,,"Boa",,13.333333333333334,0.4,,
"028999a6-8994-4c0e-a36b-4733ee7b1da4","1-c39c7a5578c608e01b5414d7f15793b9","rtosOFFv1_Galpao","21/06/24,12:12:38",,,,4.17,1.39,2.96,0.58,4.48,0.49,0.64,,,"Boa",,17.77777777777778,0.4,,
"0290aeb9-b29b-4c91-9cb0-ec4b3a86e85f","1-13504f70ae8996d4fd6bb71a504cb768","rtosONv1_Galpao","21/06/24,12:50:32",,,,2.69,0.97,2.15,0.39,3.4,0.34,0.99,,,"Boa",,13.333333333333334,0.4,,
"029d1129-5329-4ac1-9270-f93dc3d57543","1-1062dfca0ed97d90a133208d1dee3574","rtosOFFv1_Galpao","21/06/24,13:59:55",,,,4.42,1.45,3.09,0.61,4.65,0.51,0.87,,,"Boa",,17.77777777777778,0.4,,
"02a3be2d-5695-4ef4-9a52-adc16a26b167","1-f29f1776debde233c9e2231864856e8b","rtosOFFv1_Galpao","21/06/24,13:57:23",,,,4.82,1.56,3.29,0.65,4.91,0.55,1.29,,,"Boa",,22.22222222222222,0.4,,
"02a7ee7a-28e1-45b2-be35-96efa3294cc2","1-54d9280404105a1e9080eeed566eb218","rtosONv1_Galpao","20/06/24,12:56:44",,,,3.88,1.31,2.81,0.54,4.29,0.46,1.96,,,"Boa",,17.77777777777778,0.8,,
"02b122d5-460b-4a54-add4-a09facb5e01b","1-fb2435f711f2f917abfc20fde0319db1","rtosONv1_Galpao","21/06/24,11:22:07",,,,2.83,1.02,2.24,0.41,3.52,0.35,0.69,,,"Boa",,13.333333333333334,0.4,,
"02b19cf9-49f3-4643-9555-98b2bb30f1c0","1-bdd9d5c1c7b300811ca04fd7f5637792","rtosONv1_Galpao","20/06/24,13:23:11",,,,4.65,1.51,3.21,0.63,4.8,0.54,3.26,,,"Boa",,22.22222222222222,1.2000000000000002,,
"02b860a0-5c35-4174-a895-211707600c91","1-7ab8ae04d88e964dae5a6728c465f300","rtosONv1_Galpao","21/06/24,12:27:11",,,,2.69,0.97,2.15,0.39,3.4,0.34,0.86,,,"Boa",,13.333333333333334,0.4,,
"02c86170-aac4-4f23-90b3-359a6df2f8a6","1-ebbf64c8a57dc946d5e44737f7d5d815","rtosONv1_Galpao","02/07/24,09:41:58, 050",,,,2.91,1.04,2.28,0.42,3.58,0.36,0.51,,,"Boa",,13.333333333333334,0.4,,
"02ee78e8-0d8c-44b5-8305-8dd6eb543853","1-cdf00412dd2c45f4f1c5804238361882","rtosOFFv1_Galpao","21/06/24,11:49:02",,,,4.05,1.35,2.9,0.56,4.4,0.48,0.75,,,"Boa",,17.77777777777778,0.4,,
"02f0fe78-fa81-4ffa-87a4-c737dc084cca","1-18a9e1df693a102a4a66b783a5528913","rtosONv1_Galpao","21/06/24,10:55:42",,,,2.99,1.06,2.33,0.43,3.64,0.37,0.7,,,"Boa",,13.333333333333334,0.4,,
"02f8411c-4b78-4a8a-b41c-366a55c80abf","1-7fddfaf682db9e9ddbb76d3b361177de","rtosONv1_Galpao","20/06/24,13:04:17",,,,4.02,1.35,2.88,0.56,4.38,0.47,2.09,,,"Boa",,17.77777777777778,0.8,,
"030e8cd9-eb0b-4a6f-ab86-517973edcf2e","1-3bcaee073ff170fe4f48777c52395005","rtosONv1_Galpao","21/06/24,09:54:17",,,,3.03,1.07,2.35,0.44,3.67,0.37,0.68,,,"Boa",,13.333333333333334,0.4,,
"032089e7-85be-4452-8459-baa0e6b28970","1-85d6bbe47b3e2cc2380f70b58abd62ff","rtosOFFv1_Galpao","21/06/24,13:15:31",,,,4.4,1.45,3.08,0.6,4.64,0.51,1.18,,,"Boa",,17.77777777777778,0.4,,
"032dd23b-c8e1-4ef5-afef-570cf3fa96de","1-d4d825132eaeb32ca878c20f2a62facb","rtosONv1_Galpao","21/06/24,12:06:00",,,,2.79,1,2.21,0.41,3.48,0.35,0.76,,,"Boa",,13.333333333333334,0.4,,
"03317fc2-cd53-46a6-be7c-cffff8f0452d","1-f8ad46f4c34184588438f4ad80c4288f","rtosONv1_Galpao","21/06/24,10:46:18",,,,2.39,0.89,1.98,0.35,3.16,0.3,0.62,,,"Boa",,8.88888888888889,0.4,,
"03514dee-305c-4e7d-85ad-ee827a039ca3","1-fdd4fe55f537ff11a99a28ef33309f8f","rtosONv1_Galpao","21/06/24,13:47:00",,,,2.63,0.96,2.12,0.39,3.36,0.33,0.84,,,"Boa",,13.333333333333334,0.4,,
"035987f6-8a04-406f-a5c2-48299260e6b3","1-8cda2c108c1011fe3d9c1ae64e8e32c2","rtosOFFv1_Galpao","21/06/24,09:53:50",,,,11.16,3.07,6.06,1.37,8.32,1.14,0.77,,,"Moderada",,80,0.4,,
"035e9e59-98be-4c85-aa39-76c8590bd8ec","1-6fae03b3fe88b011348e39556aebfa63","rtosONv1_Galpao","21/06/24,11:12:55",,,,2.87,1.03,2.26,0.42,3.55,0.36,0.69,,,"Boa",,13.333333333333334,0.4,,
"03946a79-76a3-43cd-a7b9-5cdf8c8ef110","1-2e1353456b87a524fa567edf0584c5a5","rtosONv1_Galpao","02/07/24,09:25:13, 213",,,,3.39,1.17,2.55,0.48,3.94,0.41,0.58,,,"Boa",,13.333333333333334,0.4,,
"0397c390-eee6-40b5-9287-5aa212562bd5","1-4a986b05e61fd6497447802471b9ef78","rtosONv1_Galpao","21/06/24,13:42:39",,,,2.5,0.92,2.04,0.37,3.25,0.32,0.82,,,"Boa",,13.333333333333334,0.4,,
"039a63e7-b412-4de3-b713-1cf7dd6951f0","1-dcd10f3fb605b6ae20f207bebfb7d069","rtosOFFv1_Galpao","21/06/24,11:30:16",,,,3.95,1.33,2.85,0.55,4.33,0.47,0.61,,,"Boa",,17.77777777777778,0.4,,
"03ae4c50-96ab-4257-a222-2fe91c76dbf0","1-85bd2cf12c5568afb5d4820dbb2024a5","rtosONv1_Galpao","21/06/24,12:12:01",,,,2.74,0.99,2.18,0.4,3.44,0.34,0.8,,,"Boa",,13.333333333333334,0.4,,
"03f23813-5808-4ada-8d35-7a0081933cc4","1-472c44f74a9956a222fd0874005463a5","rtosONv1_Galpao","21/06/24,10:42:01",,,,2.78,1,2.21,0.4,3.47,0.35,0.57,,,"Boa",,13.333333333333334,0.4,,
"04025ed2-de09-4b5c-bdd8-270398c4221f","1-876a2c2a0f3e0f66d4dfbf74d9e467ff","rtosONv1_Galpao","21/06/24,13:52:44",,,,2.69,0.97,2.15,0.39,3.4,0.34,0.84,,,"Boa",,13.333333333333334,0.4,,
"0408fd82-d493-4d5d-b345-c7577c59c547","1-a2497a3550b46b976824ac6582a4b7ca","rtosONv1_Galpao","21/06/24,11:48:53",,,,2.49,0.92,2.04,0.37,3.25,0.32,0.73,,,"Boa",,8.88888888888889,0.4,,
"0413a235-ec73-42f5-9184-6114cfe905df","1-908b16596dafbd41a8d9dd693d18631f","rtosONv1_Galpao","21/06/24,13:34:47",,,,2.75,0.99,2.19,0.4,3.45,0.34,0.85,,,"Boa",,13.333333333333334,0.4,,
"042ac5a7-bdfb-4b65-bc86-13d4f6dbcf91","1-bb6ff6208b5c43c262b3342f49348f43","rtosONv1_Galpao","21/06/24,10:33:09",,,,2.84,1.02,2.24,0.41,3.53,0.35,0.59,,,"Boa",,13.333333333333334,0.4,,
"042fe3d8-2c59-4eb7-837f-b8ee970e1c74","1-7edc261dcb8d51a53d519a86fdd74151","rtosOFFv1_Galpao","02/07/24,09:47:58, 799",,,,2.28,0.85,1.91,0.34,3.07,0.29,0.85,,,"Boa",,8.88888888888889,0.4,,
"04366bf8-cdb6-4d27-bd24-ae287d9a9217","1-4129a34193664894f2961468de933d0a","rtosONv1_Galpao","21/06/24,13:07:48",,,,2.62,0.95,2.11,0.38,3.34,0.33,0.96,,,"Boa",,13.333333333333334,0.4,,
"0436d31e-8994-4fcc-8f60-1c60f930d24f","1-fc928287dbd9922d1574a61118477954","rtosONv1_Galpao","21/06/24,13:40:18",,,,2.62,0.95,2.12,0.38,3.35,0.33,0.86,,,"Boa",,13.333333333333334,0.4,,
"04397344-b345-4bbb-8336-de60cfda1814","1-4de2da7579a16af3a96c307de1832a26","rtosOFFv1_Galpao","21/06/24,10:27:02",,,,7.72,2.28,4.64,0.99,6.6,0.83,0.83,,,"Boa",,35.55555555555556,0.4,,
"043e0225-4b6a-4e28-9055-3481ba13388f","1-63d3d1e9c883b5031a7a390fe9c3473e","rtosONv1_Galpao","20/06/24,12:56:09",,,,4.33,1.43,3.05,0.6,4.59,0.51,1.88,,,"Boa",,17.77777777777778,0.8,,
"044545cd-bb7f-425f-9161-7b1fbb17ffc3","1-4b8ee2ebde6c00340e09b0246f82184d","rtosOFFv1_Galpao","21/06/24,10:37:14",,,,7.25,2.17,4.43,0.94,6.34,0.79,1.35,,,"Boa",,31.111111111111114,0.4,,
"04463134-bd18-4cd6-9f54-f4ebdcb98454","1-4c0800d59ae5c3b2da40f1e50af71f9c","rtosONv1_Galpao","02/07/24,09:22:47, 486",,,,3.72,1.26,2.73,0.52,4.17,0.44,0.57,,,"Boa",,17.77777777777778,0.4,,
"04472dcd-79e1-4eba-90b0-1d841ae2e31a","1-35e87dbbadb307a0f8ff59fc14648d44","rtosONv1_Galpao","21/06/24,10:31:10",,,,2.99,1.06,2.33,0.43,3.64,0.37,0.6,,,"Boa",,13.333333333333334,0.4,,
"04479c5c-769d-4316-90e5-7592c0e58113","1-dacc210818b2ec29848996e4970878ce","rtosOFFv1_Galpao","21/06/24,12:31:29",,,,3.66,1.25,2.69,0.51,4.13,0.44,0.73,,,"Boa",,17.77777777777778,0.4,,
"045bb208-fbe6-41d7-8dc7-7ec13ed8d982","1-fbe8e8403e3251455b8de6a223d37eaf","rtosONv1_Galpao","21/06/24,13:14:09",,,,2.34,0.87,1.95,0.35,3.12,0.3,0.91,,,"Boa",,8.88888888888889,0.4,,
"04604e3e-2795-4972-b34a-fcb0d41204a9","1-ac143e31bdc0c6eafac4b21aac984610","rtosOFFv1_Galpao","20/06/24,13:33:29",,,,3.83,1.3,2.79,0.54,4.25,0.46,1.05,,,"Boa",,17.77777777777778,0.4,,
"046bd65b-f408-4e27-8b26-3cf3d2e4c102","1-e041057d95a160fa5ce519b6dcc38c03","rtosOFFv1_Galpao","21/06/24,11:32:01",,,,3.49,1.2,2.6,0.49,4.01,0.42,0.59,,,"Boa",,13.333333333333334,0.4,,
"046cf1eb-cd91-444f-abe6-c9613b44ce9a","1-541e35bb81e1e47ba1b761b447f22473","rtosONv1_Galpao","21/06/24,13:26:50",,,,2.74,0.99,2.18,0.4,3.44,0.34,0.88,,,"Boa",,13.333333333333334,0.4,,
"047dc9c9-60a2-45d5-b11f-47a040cd88c7","1-ceb456907c00ddbf20350f2f103df576","rtosOFFv1_Galpao","21/06/24,11:43:17",,,,4.17,1.39,2.96,0.58,4.48,0.49,0.9,,,"Boa",,17.77777777777778,0.4,,
"04943a10-722b-4d54-97f5-e06a424d4590","1-458be395d12aec1ecb6dce2fdbae1104","rtosONv1_Galpao","21/06/24,11:08:33",,,,2.95,1.05,2.3,0.43,3.61,0.36,0.68,,,"Boa",,13.333333333333334,0.4,,
"0494d632-45e8-4656-be34-6276c252be6d","1-c1276bb5945aa3a74dee74413fc30a94","rtosONv1_Galpao","21/06/24,11:20:02",,,,2.55,0.93,2.07,0.37,3.29,0.32,0.65,,,"Boa",,13.333333333333334,0.4,,
"04a31868-5902-420a-8408-99b8dda4d6f0","1-4324bd12f5e6f8d7676c4c2f65133387","rtosOFFv1_Galpao","02/07/24,09:20:46, 415",,,,2.81,1.01,2.22,0.41,3.5,0.35,1.93,,,"Boa",,13.333333333333334,0.8,,
"04a4a32b-1db8-454c-8cdc-734e90580015","1-7c25abcf3d6178e6fe8cf1a729015a35","rtosONv1_Galpao","21/06/24,10:49:09",,,,2.46,0.91,2.02,0.36,3.22,0.31,0.64,,,"Boa",,8.88888888888889,0.4,,
"04c4ad4c-0ef1-422b-a0ea-ef87b01a0f1d","1-45fd3a39f4df74707a3e530ac07a5d86","rtosONv1_Galpao","21/06/24,13:11:08",,,,2.57,0.94,2.09,0.38,3.31,0.32,0.91,,,"Boa",,13.333333333333334,0.4,,
"04c6ba59-ef6e-4d86-bf63-eb3b75a3a71d","1-03f3aeac1efe7afc54f2be516d75f041","rtosOFFv1_Galpao","02/07/24,09:39:41, 058",,,,2.3,0.86,1.92,0.34,3.08,0.29,1.2,,,"Boa",,8.88888888888889,0.4,,
"04e737c3-56a9-40b6-95b2-192094c28c0c","1-28ec4d26a7b2dc9e6ef86655e6e434e6","rtosONv1_Galpao","02/07/24,09:49:05, 379",,,,2.82,1.01,2.23,0.41,3.5,0.35,0.52,,,"Boa",,13.333333333333334,0.4,,
"04ee98b3-984b-4982-ab90-ce7e809b4805","1-b457db182005574b0ffa94871a649a59","rtosOFFv1_Galpao","21/06/24,13:16:12",,,,4.51,1.48,3.14,0.62,4.71,0.52,1.57,,,"Boa",,22.22222222222222,0.8,,
"0515c968-a639-439a-8335-5fadff564b48","1-7257de21cc1db239aa3fdb9f2f46be03","rtosOFFv1_Galpao","21/06/24,11:23:13",,,,4.48,1.47,3.12,0.61,4.69,0.52,1.58,,,"Boa",,17.77777777777778,0.8,,
